index,Topics
MED-2235,"['adult', 'anticarcinogenic agents / metabolism', 'anticarcinogenic agents / pharmacokinetics', 'antineoplastic agents, phytogenic / metabolism', 'antineoplastic agents, phytogenic / pharmacokinetics', 'biological availability', 'brassica / metabolism', 'cross-over studies', 'dietary supplements', 'female', 'glucosinolates / metabolism', 'glucosinolates / pharmacokinetics', 'humans', 'isothiocyanates / metabolism', 'isothiocyanates / pharmacokinetics', 'male', 'middle aged', 'neoplasms / prevention &amp; control', 'sulfides / metabolism', 'sulfides / pharmacokinetics', 'thiocyanates / metabolism', 'thiocyanates / pharmacokinetics', 'young adult']"
MED-2236,"['cardiovascular diseases / epidemiology', 'diabetes mellitus / epidemiology', 'eggs', 'feeding behavior', 'female', 'humans', 'male', 'risk assessment', 'risk factors']"
MED-2237,"['adult', 'aged', 'alcohol drinking / adverse effects', 'case-control studies', 'humans', 'india', 'lung neoplasms / etiology', 'male', 'middle aged', 'risk', 'smoking / adverse effects', 'tobacco, smokeless / adverse effects']"
MED-2238,"['cardiovascular diseases / epidemiology', 'cardiovascular diseases / etiology', 'cardiovascular diseases / prevention &amp; control', 'causality', 'disease susceptibility', 'epidemiologic methods', 'humans', 'incidence', 'population surveillance', 'risk']"
MED-2239,"['animals', 'cell survival / drug effects', 'curcumin / administration &amp; dosage', 'erbb receptors / antagonists &amp; inhibitors', 'female', 'hela cells', 'humans', 'mice', 'oncogene proteins, viral / antagonists &amp; inhibitors', 'papillomaviridae / isolation &amp; purification', 'repressor proteins / antagonists &amp; inhibitors', 'uterine cervical neoplasms / drug therapy', 'uterine cervical neoplasms / pathology', 'uterine cervical neoplasms / virology', 'vaginal creams, foams, and jellies']"
MED-2240,"['administration, intranasal', 'administration, oral', 'administration, topical', 'animals', 'anti-inflammatory agents, non-steroidal / administration &amp; dosage', 'anti-inflammatory agents, non-steroidal / pharmacokinetics', 'biological availability', 'curcumin / administration &amp; dosage', 'curcumin / pharmacokinetics', 'delayed-action preparations / administration &amp; dosage', 'delayed-action preparations / pharmacokinetics', 'humans', 'injections', 'suppositories / administration &amp; dosage', 'suppositories / pharmacokinetics', 'tissue distribution']"
MED-2241,"['antineoplastic agents / pharmacology', 'cell cycle', 'colonic neoplasms / metabolism', 'colonic neoplasms / pathology', 'curcumin / pharmacology', 'dna / genetics', 'dna / metabolism', 'dna-binding proteins / genetics', 'dna-binding proteins / metabolism', 'gene expression profiling', 'genes, tumor suppressor / drug effects', 'humans', 'oligonucleotide array sequence analysis', 'phosphorylation', 'protein binding', 'protein conformation / drug effects', 'transcriptional activation', 'tumor cells, cultured', 'tumor suppressor protein p53 / antagonists &amp; inhibitors', 'tumor suppressor protein p53 / metabolism']"
MED-2242,"['animals', 'antineoplastic agents / adverse effects', 'antineoplastic agents / pharmacokinetics', 'antineoplastic agents / pharmacology', 'biological availability', 'curcumin / adverse effects', 'curcumin / pharmacokinetics', 'curcumin / pharmacology', 'humans', 'medicine, traditional', 'molecular targeted therapy', 'neoplasms / drug therapy']"
MED-2243,"['administration, topical', 'aged', 'aged, 80 and over', 'anti-inflammatory agents, non-steroidal / therapeutic use', 'breast neoplasms / complications', 'catechols / therapeutic use', 'curcuma', 'curcumin / administration &amp; dosage', 'curcumin / therapeutic use', 'drug evaluation', 'female', 'humans', 'male', 'middle aged', 'mouth neoplasms / complications', 'odorants / prevention &amp; control', 'palliative care', 'plant extracts / administration &amp; dosage', 'plant extracts / therapeutic use', 'pruritus / drug therapy', 'pruritus / etiology', 'skin neoplasms / complications', 'skin ulcer / drug therapy', 'skin ulcer / etiology', 'vulvar neoplasms / complications']"
MED-2244,"['adenomatous polyposis coli / drug therapy', 'adenomatous polyposis coli / pathology', 'adult', 'antineoplastic agents / therapeutic use', 'antioxidants / therapeutic use', 'curcumin / therapeutic use', 'drug therapy, combination', 'female', 'humans', 'male', 'middle aged', 'quercetin / therapeutic use', 'sigmoidoscopy']"
MED-2245,"['antineoplastic agents / pharmacology', 'cell cycle', 'colonic neoplasms / metabolism', 'colonic neoplasms / pathology', 'curcumin / pharmacology', 'dna / genetics', 'dna / metabolism', 'dna-binding proteins / genetics', 'dna-binding proteins / metabolism', 'gene expression profiling', 'genes, tumor suppressor / drug effects', 'humans', 'oligonucleotide array sequence analysis', 'phosphorylation', 'protein binding', 'protein conformation / drug effects', 'transcriptional activation', 'tumor cells, cultured', 'tumor suppressor protein p53 / antagonists &amp; inhibitors', 'tumor suppressor protein p53 / metabolism']"
MED-2246,"['administration, oral', 'adult', 'aged', 'antineoplastic agents / adverse effects', 'antineoplastic agents / pharmacokinetics', 'antineoplastic agents / pharmacology', 'ca-19-9 antigen / blood', 'ca-19-9 antigen / drug effects', 'carcinoembryonic antigen / blood', 'carcinoembryonic antigen / drug effects', 'colorectal neoplasms / drug therapy', 'colorectal neoplasms / metabolism', 'curcumin / adverse effects', 'curcumin / pharmacokinetics', 'curcumin / pharmacology', 'diarrhea / chemically induced', 'dose-response relationship, drug', 'female', 'glutathione transferase / drug effects', 'glutathione transferase / genetics', 'glutathione transferase / metabolism', 'humans', 'lymphocytes / enzymology', 'male', 'middle aged', 'nausea / chemically induced', 'pilot projects', 'plant extracts / adverse effects', 'plant extracts / pharmacokinetics', 'plant extracts / pharmacology', 'polymorphism, genetic', 'treatment outcome']"
MED-2247,"['adaptor proteins, signal transducing', 'aneuploidy', 'base pair mismatch', 'carrier proteins', 'colorectal neoplasms / chemistry', 'colorectal neoplasms / genetics', 'colorectal neoplasms / pathology', 'colorectal neoplasms, hereditary nonpolyposis / genetics', 'colorectal neoplasms, hereditary nonpolyposis / pathology', 'dna, neoplasm / analysis', 'dna-binding proteins', 'humans', 'intestinal mucosa / pathology', 'loss of heterozygosity', 'microsatellite repeats', 'mutl protein homolog 1', 'muts homolog 2 protein', 'neoplasm proteins / analysis', 'nuclear proteins', 'proto-oncogene proteins / analysis']"
MED-2248,"['adult', 'cadmium / metabolism', 'copper / metabolism', 'diet', 'diet, vegetarian', 'feces / chemistry', 'female', 'hair / metabolism', 'humans', 'lead / metabolism', 'magnesium / metabolism', 'male', 'mercury / metabolism', 'middle aged', 'nutritional status', 'selenium / metabolism', 'sweden', 'trace elements / blood', 'trace elements / metabolism', 'trace elements / urine', 'zinc / metabolism']"
MED-2249,"['cadmium / administration &amp; dosage', 'cadmium / toxicity', 'dietary supplements', 'female', 'humans', 'male', 'minerals / administration &amp; dosage', 'zinc / adverse effects']"
MED-2250,"['adolescent', 'adult', 'aged', 'aged, 80 and over', 'body mass index', 'cadmium / urine', 'child', 'cotinine / blood', 'creatinine / urine', 'diet', 'environmental exposure / analysis', 'female', 'humans', 'male', 'middle aged', 'nutrition surveys', 'regression analysis', 'smoking / urine', 'young adult']"
MED-2251,"['aged', 'breast neoplasms / chemically induced', 'breast neoplasms / epidemiology', 'cadmium / administration &amp; dosage', 'cadmium / analysis', 'cadmium / toxicity', 'diet', 'edible grain / chemistry', 'female', 'food contamination', 'humans', 'middle aged', 'postmenopause', 'receptors, estrogen / analysis', 'risk', 'sweden / epidemiology', 'vegetables / chemistry']"
MED-2252,"['adolescent', 'adult', 'aged', 'aged, 80 and over', 'ascorbic acid / analysis', 'body mass index', 'cadmium / blood', 'calcium, dietary / analysis', 'diet', 'energy intake', 'feeding behavior', 'female', 'humans', 'iron, dietary / analysis', 'italy', 'linear models', 'male', 'middle aged', 'smoking / adverse effects', 'spectrophotometry, atomic', 'surveys and questionnaires', 'vitamin d / analysis', 'young adult', 'zinc / analysis']"
MED-2253,"['adult', 'aged', 'female', 'food', 'gastric mucosa / metabolism', 'humans', 'intestinal absorption', 'lead / metabolism', 'male', 'middle aged', 'time factors']"
MED-2254,"['adolescent', 'adult', 'aged', 'belgium', 'beverages / analysis', 'beverages / classification', 'cadmium / administration &amp; dosage', 'cadmium / analysis', 'diet', 'edible grain / chemistry', 'environmental pollutants / administration &amp; dosage', 'environmental pollutants / analysis', 'food / classification', 'food analysis', 'food contamination', 'humans', 'middle aged', 'nutrition surveys', 'plant tubers / chemistry', 'risk assessment', 'solanum tuberosum / chemistry', 'young adult']"
MED-2255,"['cadmium', 'case-control studies', 'cohort studies', 'diet', 'feeding behavior', 'humans', 'neoplasms / epidemiology', 'neoplasms / etiology', 'publication bias', 'risk']"
MED-2256,"['air pollutants / analysis', 'air pollution / statistics &amp; numerical data', 'atmosphere / chemistry', 'bryophyta / chemistry', 'cadmium / analysis', 'environmental monitoring', 'europe', 'lead / analysis', 'models, chemical']"
MED-2257,"['adult', 'cadmium / toxicity', 'cadmium / urine', 'cognition / drug effects', 'cross-sectional studies', 'environmental exposure', 'environmental monitoring', 'environmental pollutants / toxicity', 'environmental pollutants / urine', 'female', 'humans', 'learning / drug effects', 'male', 'memory, short-term / drug effects', 'middle aged', 'multivariate analysis', 'nutrition surveys', 'reaction time / drug effects', 'risk factors', 'spectrophotometry, atomic', 'united states', 'young adult']"
MED-2258,"['adult', 'aged', 'aged, 80 and over', 'breast neoplasms / epidemiology', 'breast neoplasms / etiology', 'breast neoplasms / urine', 'cadmium / adverse effects', 'cadmium / urine', 'case-control studies', 'environmental exposure', 'environmental pollutants / adverse effects', 'environmental pollutants / urine', 'female', 'humans', 'logistic models', 'middle aged', 'new york / epidemiology', 'risk assessment', 'risk factors']"
MED-2259,"['cadmium compounds / analysis', 'cadmium compounds / metabolism', 'environmental monitoring', 'female', 'humans', 'inhalation exposure / adverse effects', 'male', 'middle aged', 'postmenopause / metabolism', 'smoke / adverse effects', 'smoking / adverse effects', 'smoking / metabolism', 'tobacco / adverse effects']"
MED-2260,"['adult', 'aged', 'cadmium / administration &amp; dosage', 'cadmium / analysis', 'diet surveys', 'diet', 'diet, vegetarian', 'energy intake', 'feces / chemistry', 'female', 'humans', 'lead / administration &amp; dosage', 'lead / analysis', 'male', 'middle aged']"
MED-2261,"['cadmium / analysis', 'dietary supplements / analysis', 'drug contamination', 'humans', 'maximum tolerated dose', 'zinc / analysis']"
MED-2262,"['animals', 'bivalvia', 'cadmium / analysis', 'cadmium / pharmacokinetics', 'cadmium / toxicity', 'environmental monitoring', 'environmental pollutants / analysis', 'environmental pollutants / pharmacokinetics', 'environmental pollutants / toxicity', 'epidemiological monitoring', 'female', 'fishes', 'food contamination / analysis', 'humans', 'inhalation exposure / analysis', 'kidney diseases / epidemiology', 'male', 'models, biological', 'ostreidae', 'peripheral arterial disease / epidemiology', 'risk assessment', 'seafood / analysis']"
MED-2263,"['animals', 'biological availability', 'biological transport', 'caco-2 cells', 'cadmium / metabolism', 'cadmium / pharmacokinetics', 'cell culture techniques', 'cooking', 'diet', 'food', 'humans', 'kidney / metabolism', 'models, biological', 'vegetables / chemistry', 'vegetables / metabolism']"
MED-2264,"['adult', 'cadmium / blood', 'czech republic', 'diet, vegetarian / adverse effects', 'edible grain', 'food contamination', 'humans', 'middle aged', 'plant oils', 'seeds']"
MED-2265,"['athletes', 'beverages / analysis', 'biological availability', 'citrus / chemistry', 'drinking', 'exercise', 'female', 'flavanones / metabolism', 'flavanones / pharmacokinetics', 'flavanones / urine', 'humans', 'male', 'motor activity', 'photinia / chemistry', 'plant preparations / metabolism', 'plant preparations / pharmacology', 'plant preparations / urine']"
MED-2266,"['algorithms', 'anti-inflammatory agents, non-steroidal / adverse effects', 'anti-inflammatory agents, non-steroidal / therapeutic use', 'clinical trials as topic / statistics &amp; numerical data', 'gastrointestinal hemorrhage / chemically induced', 'gastrointestinal hemorrhage / epidemiology', 'gastrointestinal hemorrhage / etiology', 'humans', 'ibuprofen / adverse effects', 'ibuprofen / therapeutic use', 'incidence', 'meta-analysis as topic', 'nonprescription drugs / adverse effects', 'nonprescription drugs / therapeutic use', 'risk factors']"
MED-2267,"['adult', 'anti-inflammatory agents, non-steroidal / pharmacology', 'aspirin / pharmacology', 'dinoprostone', 'humans', 'ibuprofen / pharmacology', 'indomethacin / pharmacology', 'intestine, small / drug effects', 'permeability', 'prostaglandins e / pharmacology', 'ranitidine / pharmacology']"
MED-2268,"['athletes', 'athletic injuries / diagnosis', 'athletic injuries / physiopathology', 'athletic injuries / prevention &amp; control', 'humans', 'muscle, skeletal / injuries', 'muscle, skeletal / physiopathology', 'pain management', 'sprains and strains / diagnosis', 'sprains and strains / physiopathology', 'sprains and strains / prevention &amp; control', 'time factors']"
MED-2269,"['anti-inflammatory agents', 'anticarcinogenic agents', 'cardiovascular diseases / etiology', 'cardiovascular diseases / prevention &amp; control', 'diet', 'flavonoids', 'fruit', 'health promotion', 'humans', 'inflammation / complications', 'inflammation / prevention &amp; control', 'neoplasms / etiology', 'neoplasms / prevention &amp; control', 'nervous system diseases / etiology', 'nervous system diseases / prevention &amp; control', 'obesity / complications', 'obesity / prevention &amp; control', 'vegetables']"
